corruption_type,severity,online/rmse_loss,online/mae_loss,online/R2,online/r,online/model_dist,offline/rmse_loss,offline/mae_loss,offline/R2,offline/r,offline/model_dist
gaussian_noise,5,14.269059401788532,10.11796776128454,0.4682526763538679,0.6911121035777451,0.0,13.931043833188486,9.935007613109049,0.49314709695776093,0.706134308514774,0.0
shot_noise,5,7.366389685921543,5.124470625263657,0.8582823311332999,0.9286399599603862,0.0,7.36588097525733,5.1610267315703435,0.8583019040321587,0.9287971876844179,0.0
impulse_noise,5,17.719614392906074,13.303660059850243,0.17998243666860259,0.46288598238070877,0.0,18.022990895007375,13.449473344231174,0.15166312026915396,0.4454025177845115,0.0
defocus_blur,5,14.275468753097028,10.251357835899599,0.4677748703901706,0.7160341724260775,0.0,14.364965018954326,10.293437565914363,0.4610806635482989,0.7127305526137308,0.0
motion_blur,5,9.972226645073029,6.651599329650917,0.7402838826424449,0.8763354194590016,0.0,9.713526090777757,6.594122828121704,0.753584261317601,0.88449057294606,0.0
zoom_blur,5,10.083873961891241,6.78224695475638,0.7344358550823699,0.8631627450524649,0.0,10.2695620789906,6.795107259148914,0.7245654160544543,0.8575534124603101,0.0
snow,5,17.06618643600458,12.296832155663362,0.23934523138359654,0.5539456122964463,0.0,16.995572304522042,12.305043437565914,0.24562687525796667,0.5574074804349768,0.0
fog,5,13.166657433090068,9.480630240191942,0.5472424579207795,0.7418766583703271,0.0,13.052086646586195,9.452017638683822,0.5550875925303727,0.7466594537395498,0.0
brightness,5,14.258695267812906,9.805416677652394,0.4690248504534359,0.7275760201434721,0.0,14.212565126952692,9.780337909987345,0.47245494503127416,0.7301073882228457,0.0
contrast,5,4.72851118467787,3.183002580547353,0.941606640464629,0.9733885965883234,0.0,4.708283129263906,3.139670477615482,0.9421051726994135,0.9735288308996535,0.0
elastic_transform,5,8.9740134629613,6.354849978907404,0.7896763769519687,0.902558034528282,0.0,8.742003381836,6.18716589656718,0.8004110188545612,0.9082836562890644,0.0
pixelate,5,16.02315461649683,11.23639033168108,0.32948164974174354,0.6255542458974778,0.0,16.619957133240028,11.42890723871546,0.27860285456373624,0.5947010062389677,0.0
jpeg_compression,5,12.625438942877052,9.072930948112212,0.5836988670341703,0.7727140368170761,0.0,12.584300214800361,9.096848799040286,0.5864073981743972,0.775175728510023,0.0
