corruption_type,severity,online/rmse_loss,online/mae_loss,online/R2,online/r,online/model_dist,offline/rmse_loss,offline/mae_loss,offline/R2,offline/r,offline/model_dist
gaussian_noise,5,15.902610923053055,11.00852437513183,0.3395324452000401,0.6546643291147698,0.22832715511322021,12.9199102100393,9.234638657456232,0.5640530819363829,0.7873638950822581,5.044798374176025
shot_noise,5,9.703121229294302,6.6616277881776,0.7541118860757551,0.9086339780451179,0.228288471698761,9.200556429368708,6.351831512998313,0.7789233843807891,0.9313787927435428,4.905590057373047
impulse_noise,5,20.15868025916338,14.75637391900443,-0.06130158746551717,0.34322249274919875,0.228316068649292,17.027002668386057,12.662057055473529,0.24283413073056548,0.4955124013218602,5.245120048522949
defocus_blur,5,15.689881428643272,11.271529279160514,0.3570844293407548,0.6582365640458092,0.22828398644924164,15.322981666037933,11.355659901655768,0.3868013574486867,0.6864701540007617,5.334853172302246
motion_blur,5,11.150697807329449,7.629357763393799,0.6752727659079745,0.8663241840466037,0.22821681201457977,11.010428701072286,7.705058762655558,0.6833911292340903,0.8727096772667903,5.048943042755127
zoom_blur,5,9.843090781973114,7.0421291657878085,0.7469667451216535,0.8726722229503768,0.2283644676208496,10.17352089076896,7.524993078991774,0.7296930679781681,0.8732097043856719,5.268643379211426
snow,5,19.668491478897753,14.098253598924277,-0.010314822875335583,0.46524664837042445,0.22833533585071564,18.058962697980796,12.972042422484709,0.1482733765047941,0.5180505234966359,5.588446617126465
fog,5,13.77378529903186,10.03466848370597,0.5045255787813884,0.7186122087593718,0.22837284207344055,13.816423137051283,9.960537070238347,0.5014532705974644,0.7500560798162826,5.135794639587402
brightness,5,16.392767213507987,11.440441428496097,0.29819062675989294,0.6593482797616926,0.22827772796154022,15.38642551979871,10.742821925754061,0.381713023467799,0.7237062781919719,5.281317234039307
contrast,5,7.167826640051127,4.971526642585952,0.8658194378926474,0.9544449072813606,0.22824214398860931,7.374264180239125,5.148921146646277,0.8579791835968857,0.9674407817836924,5.0922369956970215
elastic_transform,5,9.889808948069659,7.075853426228644,0.7445591064169168,0.8959475261544818,0.2282402664422989,10.309588291301045,7.429082735709766,0.7224141874891206,0.8989505446405586,4.915225028991699
pixelate,5,18.2145361206796,12.622552105304788,0.133535345168872,0.5311807674929069,0.22828033566474915,14.965256289237859,10.560052105304788,0.41509822612596137,0.6928210310025116,5.3670196533203125
jpeg_compression,5,13.757035457280574,9.873509511442734,0.5057299059618274,0.7572260994999529,0.22827282547950745,13.405273410092203,9.664415965777263,0.5306833379089815,0.7956694518917159,5.163558483123779
